OBJECTID,LATITUDE,LONGITUDE,NID_ID,DAM_NAME,OWNER_NAME,OWNER_TYPE,YEAR_CONST,FED_REG,FERC_REG,NERC_REG,NERC_SUBREG,STATE,COUNTY,RIVER,HUC_2,HUC_12,PRMR_PRPS,DAM_MATERIAL,DAM_HEIGHT,HYD_HEIGHT,STR_HEIGHT,MAX_HEIGHT,GATE,SPLLWY_CNTRL,DIST_SUBST,DIST_SUBST_STD,CAP_MW,CAP_MW_STD,CAP_FCTR,CAP_FCTR_STD,HUC12_POP,FSH_PSSG_PCT,FSH_PSSG_PCT_STD,SPECIES_CT,SPECIES_CT_STD,MEAN_ANN_Q,MAX_DLY_Q,MIN_DLY_Q,SCHL_CT_50MI,SCHL_CT_50MI_STD,MFG_CT_50MI,MFG_CT_50MI_STD,HSPT_CT_50MI,HSPT_CT_50MI_STD,NG_CT_50MI,NG_CT_50MI_STD,FSSL_CT_50MI,FSSL_CT_50MI_STD,CAP_50MI,CAP_50MI_STD,CAP_FSSL_RATIO,CAP_FSSL_RATIO_STD,HURR_RISK,FLD_RISK,TRND_RISK,VLCN_RISK,WLDFR_RISK,WNTWTHR_RISK,EQ_RISK,HAZ_TOTAL,HAZ_TOTAL_STD,HHAZ_DAM_CT,FEMA_HAZ,DAM_COND,EAP_PREP,COMP_SCORE,COMP_SCORE_STD,DSLPM,CANCER,RESP,PTRAF,OZONE,PM25,SUM_AQI,SUM_AQI_STD,ELEC_PRC,ELEC_PRC_STD,MAX_HOUR_LOAD,MAX_HOUR_LOAD_STD,HYD_REG_CT,HYD_REG_CT_STD,HYD_FIN_CT,HYD_FIN_CT_STD,CAP_CONSUMP,CAP_CONSUMP_STD,CAP_EXPENSE,CAP_EXPENSE_STD,SOC_VUL,PROT_LAND,IMP_STREAM,CRIT_HAB,GRID_SCORE,COMM_SCORE,INDUSTRY_SCORE,ENV_SCORE,H2_FEASIBILIY,H2_FEAS_STD,BATR_FEASIBILITY,BATR_FEAS_STD,PSH_DIST,PSH_FEASIBILITY,WHOLESALE_MARKET,FERC_DOCKET,PROJECT_NAME,PROJECT_TYPE,PROJECT_SUBCATEGORY,PROJECT_DEVELOPER,DEVELOPER_TYPE,LICENSE_STATUS,WHOLESALE_PRC,WHOLESALE_PRC_STD
373,43.71587133,-123.0503604,OR00005,COTTAGE GROVE,USACE - PORTLAND DISTRICT,FEDERAL,1942,NO,UNLIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),NWPP,OREGON,LANE,COAST FORK WILLAMETTE RIVER,17,1.709E+11,FLOOD CONTROL AND STORM WATER MANAGEMENT,EARTH,24.6888,23,31,31,YES,UNCONTROLLED,3.023868975,0.07330947,3.063774839,0.00412425,44.1638648,0.469498718,328.4127831,71.23,0.7123,5,0.454545455,7.668954,146.9491,0.7217153,158,0.03518931,295,0.036379332,7,0.031390135,2,0.026315789,1,0.006060606,11,0.000371697,27.85249854,0.278486505,1,2,2,4,3,1,3,16,0.5,1,LOW,NOT AVAILABLE,YES,86.47421265,0.868525786,0.036743125,0.162418166,0.17109183,0.009882157,0.398517539,0.378580923,1.15723374,0.388792887,8.819999695,0.112736625,50,0.223021583,14,1,7,0.466666667,232,0.089552239,2845,0.107564192,0.649,YES,NO,NO,2.036966652,3.546641935,1.549429455,2.793559723,0.536318089,0.183473499,2.691104548,0.5117627,14.17961311,LOW,BONNEVILLE POWER ADMINISTRATION,,,,,,,,69.4,1
374,44.1711628,-122.3276174,OR00013,BLUE RIVER,,FEDERAL,1968,YES,UNLIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),NWPP,OREGON,LANE,BLUE RIVER,17,1.709E+11,FLOOD CONTROL AND STORM WATER MANAGEMENT,EARTH,82.296,81,82,82,YES,CONTROLLED,1.32422411,0.031005291,4.981926823,0.007999088,44.1638648,0.469498718,109.7401532,71.23,0.7123,6,0.545454545,11.4805,250.6366,1.384321,160,0.035634744,314,0.038722407,7,0.031390135,2,0.026315789,1,0.006060606,11,0.000371697,45.29024385,0.452873259,1,2,2,4,3,1,3,16,0.5,1,HIGH,NOT AVAILABLE,UNKNOWN,75.320961,0.738741044,0.036743125,0.162418166,0.17109183,0.009882157,0.398517539,0.378580923,1.15723374,0.388792887,8.819999695,0.112736625,50,0.223021583,14,1,7,0.466666667,232,0.089552239,2845,0.107564192,0.649,YES,YES,YES,2.085488744,3.721474123,1.597951547,2.747252645,0.542536002,0.186492905,2.73962664,0.522506165,10.67724037,LOW,BONNEVILLE POWER ADMINISTRATION,,,,,,,,69.4,1
375,44.12005533,-123.3021609,OR00016,FERN RIDGE,USACE - PORTLAND DISTRICT,FEDERAL,1941,YES,UNLIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),NWPP,OREGON,LANE,LONG TOM RIVER,17,1.709E+11,FLOOD CONTROL AND STORM WATER MANAGEMENT,EARTH,14.0208,12,15,15,YES,CONTROLLED,3.838510701,0.093585911,5.056782002,0.008150302,44.1638648,0.469498718,5664.620876,71.23,0.7123,5,0.454545455,15.69424,232.2191,0.5041146,203,0.045211581,369,0.045504994,9,0.040358744,2,0.026315789,2,0.012121212,17.5,0.000591336,28.89589715,0.288921048,1,2,2,4,3,1,3,16,0.5,3,HIGH,NOT AVAILABLE,YES,89.58228302,0.904692827,0.036743125,0.162418166,0.17109183,0.009882157,0.398517539,0.378580923,1.15723374,0.388792887,8.819999695,0.112736625,50,0.223021583,14,1,7,0.466666667,232,0.089552239,2845,0.107564192,0.649,YES,YES,NO,2.029841925,3.576067358,1.542304728,2.840161307,0.549469803,0.189859945,2.69294843,0.512170961,20.53874779,LOW,BONNEVILLE POWER ADMINISTRATION,,,,,,,,69.4,1
376,43.28398895,-123.3539276,OR00263,WINCHESTER DAM,WINCHESTER WATER CONTROL DISTRICT,PUBLIC UTILITY,1904,YES,LIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),NWPP,OREGON,DOUGLAS,NORTH UMPQUA RIVER,17,1.71003E+11,RECREATION,OTHER,5.1816,5,5,5,YES,INVALID TYPE,0.094371305,0.000394241,6.938337036,0.011951211,44.1638648,0.469498718,5404.565223,71.23,0.7123,6,0.545454545,108.3835,1427.749,24.34633,86,0.019153675,116,0.014305093,6,0.02690583,1,0.013157895,0,0,0,0,100,1,1,3,2,3,3,1,3,16,0.5,2,HIGH,POOR,YES,76.12425232,0.748088538,0.027096658,0.1526409,0.188935111,0.012003183,0.38257092,0.431875966,1.195122739,0.402136105,8.819999695,0.112736625,50,0.223021583,14,1,7,0.466666667,232,0.089552239,2845,0.107564192,0.7277,NO,NO,YES,2.095634603,4.339678708,1.608097406,3.317070098,0.508912917,0.170165602,2.745288194,0.523759711,19.43708992,LOW,BONNEVILLE POWER ADMINISTRATION,,,,,,,,69.4,1
377,42.0063,-121.2233,OR00587,MALONE DIVERSION,RECLAMATION,FEDERAL,1923,YES,UNLIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),NWPP,OREGON,KLAMATH,LOST RIVER,18,1.80102E+11,IRRIGATION,EARTH,9.7536,5,10,10,YES,INVALID TYPE,4.801781856,0.117561741,2.553086716,0.003092614,42.75315718,0.435689996,0.104256298,17.5,0.175,2,0.181818182,14.10475,271.7375,2.275635,41,0.009131403,32,0.003946233,2,0.00896861,2,0.026315789,2,0.012121212,619.0999756,0.02091978,0.412386822,0.004070753,1,2,2,4,3,1,2,15,0.428571429,1,HIGH,NOT AVAILABLE,NOT REQUIRED,50.05467224,0.444730034,0.010145847,0.107152347,0.144506607,0.003950618,0.618799569,0.501969616,1.386524605,0.46954134,8.819999695,0.112736625,50,0.223021583,14,1,7,0.466666667,232,0.089552239,2845,0.107564192,0.8688,NO,NO,NO,2.462740924,3.452866633,1.437903727,1.911523945,0.469044632,0.150805643,2.557157295,0.482104918,2.955625296,MEDIUM,BONNEVILLE POWER ADMINISTRATION,,,,,,,,69.4,1
378,44.98249053,-122.7462082,OR00622,SILVER CREEK DAM,CITY OF SILVERTON,LOCAL GOVERNMENT,1975,NO,LIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),NWPP,OREGON,MARION,SILVER CREEK,17,1.709E+11,WATER SUPPLY,EARTH,19.812,15,20,20,YES,UNCONTROLLED,2.712907087,0.065569625,1.652711553,0.001273776,44.1638648,0.469498718,7023.089235,71.23,0.7123,6,0.545454545,5.309218,110.2491,0.6871998,749,0.166815145,1597,0.19694167,34,0.152466368,4,0.052631579,2,0.012121212,254.5,0.008599716,0.649395502,0.006440966,1,2,2,3,2,1,2,13,0.285714286,2,MODERATE,FAIR,YES,57.18143082,0.527660515,0.10032755,0.170504393,0.157228189,0.022965244,0.449378396,0.411912592,1.312316364,0.443407718,8.819999695,0.112736625,50,0.223021583,14,1,7,0.466666667,232,0.089552239,2845,0.107564192,0.8535,NO,NO,YES,2.202418361,3.572127581,1.714881164,2.144354654,0.720345743,0.27283696,2.97763249,0.575203964,11.91302395,LOW,BONNEVILLE POWER ADMINISTRATION,,,,,,,,69.4,1
379,42.05605967,-123.1151697,OR00624,APPLEGATE,,FEDERAL,1980,NO,UNLIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),NWPP,OREGON,JACKSON,APPLEGATE RIVER,17,1.71003E+11,FLOOD CONTROL AND STORM WATER MANAGEMENT,ROCKFILL,73.7616,72,74,74,YES,CONTROLLED,12.70127485,0.314180208,11.47209437,0.021109806,44.1638648,0.469498718,16.33305965,71.23,0.7123,5,0.454545455,10.04392,253.2517,0.431071,119,0.026503341,154,0.018991244,5,0.022421525,0,0,0,0,0,0,100,1,1,2,1,3,3,2,2,14,0.357142857,1,MODERATE,NOT AVAILABLE,UNKNOWN,71.74134064,0.697086814,0.027290529,0.1855533,0.220131063,0.008567476,0.571241815,0.690101708,1.702885891,0.580953037,8.819999695,0.112736625,50,0.223021583,14,1,7,0.466666667,232,0.089552239,2845,0.107564192,0.7354,YES,NO,NO,0.795693382,4.386203858,1.308156185,3.535794396,1.509599768,0.656097136,1.440862668,0.234941789,31.07036209,LOW,WEST (NON-ISO),,,,,,,,27.04541424,0
380,45.47177986,-123.2015923,OR10020,SCOGGINS,,FEDERAL,1974,YES,UNLIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),NWPP,OREGON,WASHINGTON,SCOGGINS CREEK,17,1.709E+11,IRRIGATION,EARTH,46.0248,34,46,46,YES,CONTROLLED,0.694955498,0.015342788,2.157813566,0.002294127,44.1638648,0.469498718,536.5031816,71.23,0.7123,7,0.636363636,3.159773,73.38813,0.03673648,797,0.177505568,1587,0.195708472,35,0.156950673,3,0.039473684,6,0.036363636,1897.199951,0.064107588,0.11373675,0.001084093,1,2,2,3,1,1,2,12,0.214285714,2,MODERATE,NOT AVAILABLE,UNKNOWN,69.9,0.68,0.116505135,0.140930329,0.137165245,0.028061705,0.291214664,0.389884676,1.103761754,0.369961869,8.819999695,0.112736625,50,0.223021583,14,1,7,0.466666667,232,0.089552239,2845,0.107564192,0.3194,NO,NO,NO,2.252432351,2.902971015,1.764895154,2.126982326,0.706975001,0.266344154,3.032130785,0.587270644,36.8900528,LOW,BONNEVILLE POWER ADMINISTRATION,,,,,,,,69.4,1
381,43.6937,-121.7008,OR10022,WICKIUP,,FEDERAL,1949,NO,UNLIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),NWPP,OREGON,DESCHUTES,DESCHUTES RIVER,17,1.70703E+11,FISH AND WILDLIFE POND,EARTH,30.48,24,30,30,YES,NO SPILLWAY,9.403966795,0.232110174,13.1126623,0.0244239,44.1638648,0.469498718,141.1979281,71.23,0.7123,4,0.363636364,,,,57,0.012694878,79,0.009742262,2,0.00896861,2,0.026315789,0,0,0,0,100,1,1,2,2,4,3,1,2,15,0.428571429,2,MODERATE,NOT AVAILABLE,UNKNOWN,90.17053986,0.911538074,0.020628239,0.217752929,0.235481802,0.006057785,0.532082108,0.347717316,1.359720179,0.460101731,8.819999695,0.112736625,50,0.223021583,14,1,7,0.466666667,232,0.089552239,2845,0.107564192,0.1637,NO,NO,YES,1.871828528,3.737819746,1.384291331,3.720303441,0.529980669,0.180396061,2.503544899,0.470234389,5.954707146,LOW,BONNEVILLE POWER ADMINISTRATION,,,,,,,,69.4,1
382,39.92253434,-76.75402339,PA00007,YORK INDIAN ROCK DAM,USACE - BALTIMORE DISTRICT,FEDERAL,1942,YES,UNLIKELY,RELIABILITYFIRST CORPORATION (RFC),RFC,PENNSYLVANIA,YORK,CODORUS CREEK,2,20503060704,FLOOD CONTROL AND STORM WATER MANAGEMENT,EARTH-ROCKFILL,25.2984,20,25,25,YES,UNCONTROLLED,1.556123197,0.036777261,1.218079408,0.00039578,47.57269905,0.551194122,10119.89286,69.23,0.6923,8,0.727272727,3.099907,83.46256,0.3560437,1060,0.236080178,2274,0.280429153,68,0.304932735,12,0.157894737,29,0.175757576,8089.299805,0.273342563,0.015057909,9.72517E-05,3,2,2,1,1,2,1,12,0.214285714,1,HIGH,NOT AVAILABLE,YES,68.33204651,0.657414584,0.130749246,0.128309041,0.108451935,0.022398587,0.497666895,0.491352899,1.378928603,0.466866286,9.699999809,0.18846814,128,0.784172662,7,0.5,15,1,263,0.131614654,2890,0.117973629,0.329,NO,YES,NO,2.696922161,3.300850448,1.983709934,2.089405395,1.311720741,0.560007476,3.562540242,0.704710662,35.06073761,LOW,PJM,,,,,,,,55.77,0.678193051
383,41.6126536,-75.26379613,PA00009,GENERAL EDGAR JADWIN,,FEDERAL,1960,YES,UNLIKELY,RELIABILITYFIRST CORPORATION (RFC),RFC,PENNSYLVANIA,WAYNE,DYBERRY CREEK,2,20401030203,FLOOD CONTROL AND STORM WATER MANAGEMENT,EARTH-ROCKFILL,,30,34,34,YES,UNCONTROLLED,2.70656013,0.065411649,1.847013719,0.001666284,47.57269905,0.551194122,2612.543487,69.23,0.6923,3,0.272727273,3.11869,74.07813,0.0209479,303,0.067483296,616,0.075964977,38,0.170403587,8,0.105263158,11,0.066666667,3027.699951,0.102307899,0.061003856,0.000556736,2,3,2,1,1,2,1,12,0.214285714,3,HIGH,NOT AVAILABLE,UNKNOWN,65.1894455,0.620845727,0.052934044,0.092659964,0.061107454,0.002268024,0.431403086,0.334720133,0.975092705,0.324649002,9.699999809,0.18846814,128,0.784172662,7,0.5,15,1,263,0.131614654,2890,0.117973629,0.2631,NO,NO,NO,2.465094101,2.790066618,1.751881874,2.365624192,1.05589549,0.435779246,3.196183034,0.623594089,39.81938171,LOW,PJM,,,,,,,,55.77,0.678193051
384,41.264749,-80.46223839,PA00111,SHENANGO DAM,USACE - PITTSBURGH DISTRICT,FEDERAL,1965,YES,UNLIKELY,RELIABILITYFIRST CORPORATION (RFC),RFC,PENNSYLVANIA,MERCER,SHENANGO RIVER,5,50301020405,FLOOD CONTROL AND STORM WATER MANAGEMENT,OTHER,,20,21,21,YES,UNCONTROLLED,2.01505705,0.04820013,7.480135275,0.013045692,47.97966865,0.56094747,5645.891417,36.36,0.3636,1,0.090909091,24.49872,171.84,2.364646,531,0.118262806,1541,0.190035763,43,0.192825112,9,0.118421053,9,0.054545455,1796.800049,0.060715011,0.416303154,0.004109918,2,2,2,1,1,2,1,11,0.142857143,0,HIGH,NOT AVAILABLE,YES,68.63021088,0.660884172,0.090883579,0.092725461,0.078641378,0.00731198,0.523840826,0.465778236,1.259181459,0.42469541,9.699999809,0.18846814,128,0.784172662,7,0.5,15,1,263,0.131614654,2890,0.117973629,0.542,YES,YES,NO,2.946209162,3.174338672,1.904296935,2.362380409,1.204256927,0.507823263,3.37101962,0.662305337,89.8476181,LOW,PJM,,,,,,,,55.77,0.678193051
385,40.53701267,-79.81530012,PA00113,ALLEGHENY LOCK AND DAM 03,USACE - PITTSBURGH DISTRICT,FEDERAL,1934,YES,UNLIKELY,RELIABILITYFIRST CORPORATION (RFC),RFC,PENNSYLVANIA,ALLEGHENY,ALLEGHENY RIVER,5,50100090304,NAVIGATION,OTHER,,11,11,11,NO,UNCONTROLLED,1.006699489,0.023102099,43.77888262,0.086372402,47.97966865,0.56094747,47334.82146,36.36,0.3636,1,0.090909091,578.8687,4614.558,52.22146,700,0.155902004,1831,0.225798495,63,0.282511211,33,0.434210526,20,0.121212121,15377.2002,0.519605332,0.284699959,0.002793816,2,4,2,1,1,2,1,13,0.285714286,7,HIGH,NOT AVAILABLE,YES,73.60709381,0.718797639,0.172925787,0.362926839,0.116428303,0.063444439,0.569800223,0.576782402,1.862307993,0.637096085,9.699999809,0.18846814,128,0.784172662,7,0.5,15,1,263,0.131614654,2890,0.117973629,0.2506,NO,NO,NO,3.080396635,3.364205685,2.038484408,2.631378449,1.629135842,0.714143614,3.594893192,0.711874054,29.35864639,LOW,PJM,,,,,,,,55.77,0.678193051
386,40.6135564,-79.71762305,PA00114,ALLEGHENY LOCK AND DAM 04,USACE - PITTSBURGH DISTRICT,FEDERAL,1927,YES,UNLIKELY,RELIABILITYFIRST CORPORATION (RFC),RFC,PENNSYLVANIA,ALLEGHENY,ALLEGHENY RIVER,5,50100090304,NAVIGATION,OTHER,,9,9,9,NO,UNCONTROLLED,0.126910045,0.00120413,34.04946682,0.066718114,47.97966865,0.56094747,47334.82146,36.36,0.3636,1,0.090909091,574.6734,4679.882,50.20931,680,0.151447661,1843,0.227278333,63,0.282511211,29,0.381578947,22,0.133333333,14556.90039,0.491886882,0.233906023,0.00228585,2,3,2,1,1,2,1,12,0.214285714,7,HIGH,NOT AVAILABLE,YES,74.66966248,0.731162212,0.172925787,0.362926839,0.116428303,0.063444439,0.569800223,0.576782402,1.862307993,0.637096085,9.699999809,0.18846814,128,0.784172662,7,0.5,15,1,263,0.131614654,2890,0.117973629,0.2506,NO,NO,NO,3.084120154,3.287814804,2.042207927,2.643235056,1.558329813,0.679760348,3.598616711,0.712698493,30.86081505,LOW,PJM,,,,,,,,55.77,0.678193051
387,40.81958167,-79.52874992,PA00117,ALLEGHENY LOCK AND DAM 07,USACE - PITTSBURGH DISTRICT,FEDERAL,1931,YES,UNLIKELY,RELIABILITYFIRST CORPORATION (RFC),RFC,PENNSYLVANIA,ARMSTRONG,ALLEGHENY RIVER,5,50100061107,NAVIGATION,OTHER,,10,6,10,NO,UNCONTROLLED,1.830007819,0.043594253,31.64785743,0.061866649,47.97966865,0.56094747,19129.48088,36.36,0.3636,1,0.090909091,470.3771,3725.286,40.13807,615,0.136971047,1735,0.213959798,58,0.260089686,35,0.460526316,22,0.133333333,12146.40039,0.410434561,0.260553385,0.002552337,2,3,2,1,1,2,1,12,0.214285714,4,MODERATE,NOT AVAILABLE,YES,61.10361099,0.57330094,0.074446328,0.116306418,0.099858848,0.007492144,0.521275195,0.452036515,1.271415449,0.429003805,9.699999809,0.18846814,128,0.784172662,7,0.5,15,1,263,0.131614654,2890,0.117973629,0.2475,NO,NO,NO,3.023560031,3.039990872,1.981647804,2.277547991,1.619107182,0.709273717,3.515635063,0.694325204,39.75691986,LOW,PJM,,,,,,,,55.77,0.678193051
388,40.26531847,-79.90052545,PA00121,MONONGAHELA LOCKS AND DAM 03,USACE - PITTSBURGH DISTRICT,FEDERAL,1907,YES,UNLIKELY,RELIABILITYFIRST CORPORATION (RFC),RFC,PENNSYLVANIA,ALLEGHENY,MONONGAHELA RIVER,5,50200050807,NAVIGATION,OTHER,,5,5,5,NO,UNCONTROLLED,1.553552449,0.036713275,12.60642585,0.023401257,47.97966865,0.56094747,32459.57135,36.36,0.3636,1,0.090909091,274.8652,3672.87,11.80692,710,0.158129176,1812,0.22345542,69,0.30941704,39,0.513157895,22,0.133333333,17134.40039,0.578982239,0.073573779,0.000682442,2,4,2,1,1,2,1,13,0.285714286,6,MODERATE,NOT AVAILABLE,YES,76.29003143,0.750017625,0.172925787,0.362926839,0.116428303,0.063444439,0.569800223,0.576782402,1.862307993,0.637096085,9.699999809,0.18846814,128,0.784172662,7,0.5,15,1,263,0.131614654,2890,0.117973629,0.2506,NO,NO,NO,3.001471239,3.391227312,1.959559012,2.660487061,1.642768991,0.720763844,3.542873625,0.7003562,23.24937439,LOW,PJM,,,,,,,,55.77,0.678193051
389,40.55039667,-80.20451612,PA00127,DASHIELDS LOCKS AND DAM,USACE - PITTSBURGH DISTRICT,FEDERAL,1929,YES,UNLIKELY,RELIABILITYFIRST CORPORATION (RFC),RFC,PENNSYLVANIA,ALLEGHENY,OHIO RIVER,5,50301010307,NAVIGATION,OTHER,,13,12,13,NO,UNCONTROLLED,1.138071457,0.026371949,47.09848069,0.093078287,47.97966865,0.56094747,27099.65567,36.36,0.3636,4,0.363636364,994.3749,10042.27,92.3579,812,0.180846325,2138,0.263657664,77,0.34529148,34,0.447368421,16,0.096969697,10981,0.371054944,0.428908849,0.004235982,2,4,2,1,1,2,1,13,0.285714286,3,MODERATE,NOT AVAILABLE,YES,73.66596222,0.719482661,0.172925787,0.362926839,0.116428303,0.063444439,0.569800223,0.576782402,1.862307993,0.637096085,9.699999809,0.18846814,128,0.784172662,7,0.5,15,1,263,0.131614654,2890,0.117973629,0.2506,NO,NO,NO,3.121691839,3.453372441,2.079779612,2.360778364,1.686858791,0.742173763,3.698968665,0.734917809,45.6525116,LOW,PJM,,,,,,,,55.77,0.678193051
390,40.59449207,-79.09882492,PA00285,TWO LICK CREEK,"HOMER CITY GENERATION, LP",PRIVATE,1968,NO,LIKELY,RELIABILITYFIRST CORPORATION (RFC),RFC,PENNSYLVANIA,INDIANA,TWO LICK CREEK,5,50100070804,OTHER,ROCKFILL-EARTH,27.432,,,27,YES,INVALID TYPE,2.213673145,0.053143687,1.267818269,0.000496257,47.97966865,0.56094747,29893.50943,36.36,0.3636,1,0.090909091,3.847118,55.81274,1.175597,482,0.107349666,1322,0.163028734,52,0.233183857,29,0.381578947,18,0.109090909,11034.5,0.372862742,0.011489585,6.15665E-05,2,2,2,1,1,2,1,11,0.142857143,4,LOW,SATISFACTORY,YES,73.22121429,0.714307354,0.067362898,0.101696228,0.085003609,0.007208186,0.50732999,0.421929208,1.190530119,0.40051874,9.699999809,0.18846814,128,0.784172662,7,0.5,15,1,263,0.131614654,2890,0.117973629,0.5484,NO,YES,NO,2.901709141,3.181959256,1.859796914,2.38757857,1.427858357,0.61640367,3.366878344,0.661388401,14.41174412,LOW,PJM,,,,,,,,55.77,0.678193051
391,41.35603507,-77.35564726,PA00351,LITTLE PINE CREEK,DCNR,STATE,1950,NO,LIKELY,RELIABILITYFIRST CORPORATION (RFC),RFC,PENNSYLVANIA,LYCOMING,LITTLE PINE CREEK,2,20502050506,FLOOD CONTROL AND STORM WATER MANAGEMENT,EARTH,34.4424,,,34,YES,CONTROLLED,5.972840446,0.146709402,2.774438231,0.003539764,47.57269905,0.551194122,243.0391354,69.23,0.6923,2,0.181818182,6.693673,145.3622,0.1165732,146,0.032516704,374,0.046121593,18,0.080717489,25,0.328947368,12,0.072727273,4010.5,0.135517335,0.06917936,0.000638495,2,3,2,1,1,1,1,11,0.142857143,1,HIGH,POOR,YES,71.89578247,0.698883975,0.05894533,0.092719566,0.069840079,0.011923311,0.44689077,0.327220811,1.007539867,0.33607579,9.699999809,0.18846814,128,0.784172662,7,0.5,15,1,263,0.131614654,2890,0.117973629,0.421,NO,NO,NO,2.355826444,2.763393904,1.642614217,2.546080078,1.251609796,0.530817721,2.997229279,0.579542966,10.90194798,LOW,PJM,,,,,,,,55.77,0.678193051
392,40.8500952,-76.80751006,PA00590,ADAM T. BOWER MEMORIAL,DCNR,STATE,1969,NO,LIKELY,RELIABILITYFIRST CORPORATION (RFC),RFC,PENNSYLVANIA,SNYDER,SUSQUEHANNA RIVER,2,20503011001,RECREATION,OTHER,2.4384,,,2,YES,INVALID TYPE,1.425346735,0.033522234,23.34110916,0.045086275,47.57269905,0.551194122,10191.37899,69.23,0.6923,3,0.272727273,784.1326,10251.94,50.54502,378,0.084187082,905,0.11160439,37,0.165919283,6,0.078947368,24,0.145454545,6708.899902,0.226697976,0.347912616,0.003425976,2,2,2,1,1,2,1,11,0.142857143,3,HIGH,NOT RATED,NOT REQUIRED,33.71798706,0.2546283,0.095872587,0.092620489,0.105879845,0.014102574,0.460994947,0.435760483,1.205230926,0.405695865,9.699999809,0.18846814,128,0.784172662,7,0.5,15,1,263,0.131614654,2890,0.117973629,0.5006,NO,NO,NO,2.57604292,3.052273632,1.862830693,2.083322868,1.108639104,0.461391439,3.302647549,0.647166811,14.84654903,LOW,PJM,,,,,,,,55.77,0.678193051
393,40.6086222,-76.10578419,PA00670,AUBURN,DEP,STATE,1950,NO,LIKELY,RELIABILITYFIRST CORPORATION (RFC),RFC,PENNSYLVANIA,SCHUYLKILL,SCHUYLKILL RIVER,2,20402030207,RECREATION,CONCRETE,15.5448,,,16,YES,INVALID TYPE,0.381757526,0.007547287,1.202712357,0.000364737,47.57269905,0.551194122,16714.27226,69.23,0.6923,2,0.181818182,8.8326,277.1922,0.9274814,813,0.181069042,2459,0.30324331,71,0.31838565,13,0.171052632,31,0.187878788,10616.2998,0.358731493,0.011328922,5.99598E-05,2,2,2,1,1,2,1,11,0.142857143,4,HIGH,FAIR,YES,72.07190704,0.700933448,0.086099535,0.098669168,0.087258376,0.011181736,0.478653439,0.44144864,1.203310894,0.405019695,9.699999809,0.18846814,128,0.784172662,7,0.5,15,1,263,0.131614654,2890,0.117973629,0.4506,NO,NO,NO,2.748935249,3.247579773,2.035723022,2.616494921,1.34766175,0.577460358,3.628006245,0.719205744,5.020663261,LOW,PJM,,,,,,,,55.77,0.678193051
394,40.44719474,-75.93140359,PA00709,LAKE ONTELAUNEE,READING AREA WATER AUTHORITY,LOCAL GOVERNMENT,1935,NO,LIKELY,RELIABILITYFIRST CORPORATION (RFC),RFC,PENNSYLVANIA,BERKS,MAIDEN CREEK,2,20402030307,WATER SUPPLY,EARTH,15.6972,,,16,YES,INVALID TYPE,1.794395492,0.042707861,1.535613615,0.001037228,47.57269905,0.551194122,5046.504281,69.23,0.6923,2,0.181818182,9.637981,137.573,0.02917295,1047,0.233184855,3122,0.385004316,81,0.3632287,11,0.144736842,27,0.163636364,9862.200195,0.33324999,0.0155707,0.00010238,3,3,3,1,1,3,1,15,0.428571429,1,HIGH,FAIR,YES,81.34131622,0.808796869,0.142121442,0.140159839,0.111719431,0.028618622,0.497873985,0.501927453,1.422420771,0.48218275,9.699999809,0.18846814,128,0.784172662,7,0.5,15,1,263,0.131614654,2890,0.117973629,0.6162,NO,NO,NO,2.796208172,3.873058397,2.082995945,2.801563817,1.403779457,0.604711004,3.720122218,0.739601499,10.83274746,LOW,PJM,,,,,,,,55.77,0.678193051
395,40.57305556,-76.00166667,PA00723,NEW KERNSVILLE,DEP,STATE,1949,NO,LIKELY,RELIABILITYFIRST CORPORATION (RFC),RFC,PENNSYLVANIA,BERKS,SCHUYLKILL RIVER,2,20402030603,RECREATION,CONCRETE,13.716,,,14,YES,INVALID TYPE,1.490425057,0.035142034,2.364359739,0.002711369,47.57269905,0.551194122,14819.46055,69.23,0.6923,2,0.181818182,18.38927,446.5788,1.258938,864,0.192427617,2711,0.334319891,77,0.34529148,12,0.157894737,32,0.193939394,13087.5,0.442234912,0.018065786,0.000127332,3,3,3,1,1,3,1,15,0.428571429,7,HIGH,FAIR,YES,71.15814972,0.690300516,0.142121442,0.140159839,0.111719431,0.028618622,0.497873985,0.501927453,1.422420771,0.48218275,9.699999809,0.18846814,128,0.784172662,7,0.5,15,1,263,0.131614654,2890,0.117973629,0.6162,NO,NO,NO,2.754763715,3.814388891,2.041551488,2.683092416,1.367927068,0.587301156,3.660740541,0.726453572,6.925700188,LOW,PJM,,,,,,,,55.77,0.678193051
